MQ3,MQ2,MQ6,MQ5,MQ135,MQ4,MQ8,MQ9,HUM,TEMPC,TEMPF,TARGET
343,1712,1739,2042,1677,706,176,346,"53.60
%",29.7,85.46,0
342,1709,1747,2061,1680,737,187,347,"53.60
%",29.7,85.46,0
349,1718,1745,2060,1680,702,187,350,"53.60
%",29.7,85.46,0
347,1714,1751,2055,1680,707,179,349,"53.60
%",29.7,85.46,0
338,1713,1765,2061,1685,702,174,347,"53.60
%",29.7,85.46,0
343,1701,1748,2059,1684,703,174,349,"53.60
%",29.7,85.46,0
340,1692,1757,2064,1685,708,174,347,"53.60
%",29.7,85.46,0
338,1690,1765,2079,1710,705,173,351,"53.60
%",29.7,85.46,0
334,1680,1764,2075,1697,711,166,350,"53.60
%",29.7,85.46,0
335,1677,1757,2075,1693,701,163,350,"53.50
%",29.7,85.46,0
326,1667,1749,2061,1671,701,159,351,"53.50
%",29.7,85.46,0
325,1653,1741,2062,1679,705,161,345,"53.50
%",29.7,85.46,0
330,1679,1741,2112,1677,708,166,347,"53.50
%",29.7,85.46,0
331,1662,1744,2064,1675,704,171,350,"53.50
%",29.7,85.46,0
331,1664,1741,2055,1680,709,167,352,"53.50
%",29.7,85.46,0
320,1665,1747,2063,1683,705,163,344,"53.50
%",29.7,85.46,0
336,1667,1751,2100,1680,705,163,345,"53.50
%",29.7,85.46,0
335,1669,1750,2064,1707,705,159,354,"53.50
%",29.7,85.46,0
335,1665,1759,2069,1686,704,163,346,"53.50
%",29.7,85.46,0
334,1663,1758,2074,1692,709,163,349,"53.50
%",29.7,85.46,0
336,1654,1751,2064,1681,710,162,349,"53.50
%",29.7,85.46,0
330,1655,1744,2064,1683,705,165,350,"53.50
%",29.7,85.46,0
330,1609,1751,2064,1691,704,159,345,"53.50
%",29.7,85.46,0
330,1648,1753,2062,1689,705,159,343,"53.50
%",29.7,85.46,0
334,1652,1741,2054,1674,704,157,346,"53.50
%",29.7,85.46,0
334,1648,1749,2068,1689,704,154,346,"53.50
%",29.7,85.46,0
331,1648,1747,2065,1680,705,157,343,"53.50
%",29.7,85.46,0
336,1646,1746,2061,1669,709,155,378,"53.60
%",29.7,85.46,0
333,1641,1745,2065,1678,710,153,343,"53.60
%",29.7,85.46,0
333,1638,1759,2064,1680,700,149,346,"53.60
%",29.7,85.46,0
331,1625,1750,2062,1683,703,115,343,"53.60
%",29.7,85.46,0
335,1627,1747,2061,1680,707,153,346,"53.70
%",29.7,85.46,0
334,1625,1775,2058,1680,705,151,350,"53.70
%",29.7,85.46,0
333,1629,1757,2064,1682,704,151,346,"53.70
%",29.7,85.46,0
325,1621,1756,2071,1680,703,148,345,"53.70
%",29.7,85.46,0
323,1619,1765,2074,1685,695,149,336,"53.60
%",29.7,85.46,0
323,1621,1755,2068,1680,701,149,335,"53.60
%",29.7,85.46,0
331,1623,1756,2064,1680,704,144,347,"53.80
%",29.7,85.46,0
322,1621,1757,2067,1686,699,141,343,"53.80
%",29.7,85.46,0
325,1616,1746,2059,1680,705,147,344,"53.80
%",29.7,85.46,0
327,1594,1747,2064,1680,702,144,345,"53.80
%",29.7,85.46,0
323,1607,1750,2047,1678,701,157,347,"53.80
%",29.7,85.46,0
320,1613,1744,2046,1685,702,144,347,"53.80
%",29.7,85.46,0
325,1606,1741,2044,1664,700,146,342,"53.90
%",29.7,85.46,0
326,1607,1740,2047,1664,703,144,348,"53.90
%",29.7,85.46,0
321,1605,1744,2054,1677,669,145,348,"54.40
%",29.7,85.46,0
321,1600,1742,2057,1671,723,145,346,"54.40
%",29.7,85.46,0
320,1587,1743,2055,1679,703,176,343,"54.60
%",29.7,85.46,0
320,1600,1733,2047,1671,702,141,351,"54.60
%",29.7,85.46,0
319,1599,1730,2045,1671,705,146,349,"54.40
%",29.8,85.64,0
322,1602,1742,2045,1677,698,146,353,"54.40
%",29.8,85.64,0
309,1603,1744,2117,1678,704,144,345,"54.10
%",29.7,85.46,0
320,1609,1743,2060,1680,640,144,347,"54.10
%",29.7,85.46,0
325,1606,1742,2045,1677,691,144,331,"54.20
%",29.8,85.64,0
327,1614,1744,2042,1697,707,145,347,"54.20
%",29.8,85.64,0
330,1609,1745,2059,1680,704,145,346,"54.40
%",29.8,85.64,0
331,1614,1743,2022,1664,700,145,347,"54.40
%",29.8,85.64,0
333,1595,1735,2032,1664,704,150,342,"54.10
%",29.8,85.64,0
329,1603,1728,2033,1659,702,146,349,"54.10
%",29.8,85.64,0
326,1611,1733,2043,1664,701,144,348,"53.70
%",29.8,85.64,0
326,1607,1731,2039,1664,699,145,349,"53.70
%",29.8,85.64,0
318,1610,1735,2035,1652,702,145,343,"53.60
%",29.8,85.64,0
335,1606,1717,2023,1641,691,137,343,"53.60
%",29.8,85.64,0
321,1605,1721,2027,1648,693,141,347,"53.50
%",29.8,85.64,0
323,1602,1712,2027,1646,715,139,343,"53.50
%",29.8,85.64,0
326,1604,1713,2020,1641,701,155,343,"53.50
%",29.8,85.64,0
323,1601,1717,2021,1647,695,160,349,"53.50
%",29.8,85.64,0
323,1600,1709,2017,1639,693,144,349,"53.40
%",29.9,85.82,0
327,1600,1726,2016,1645,698,145,346,"53.40
%",29.9,85.82,0
321,1600,1722,2023,1663,697,145,347,"53.40
%",29.9,85.82,0
311,1594,1723,2028,1648,698,144,341,"53.40
%",29.9,85.82,0
315,1596,1709,2008,1634,692,144,347,"53.40
%",29.9,85.82,0
311,1590,1680,1989,1611,688,137,316,"53.40
%",29.9,85.82,0
305,1591,1678,1986,1596,683,128,341,"53.40
%",29.9,85.82,0
315,1586,1710,2013,1637,693,121,342,"53.40
%",29.9,85.82,0
320,1585,1717,2015,1637,694,145,348,"53.30
%",29.9,85.82,0
315,1587,1722,2025,1648,697,144,343,"53.30
%",29.9,85.82,0
317,1589,1734,2032,1653,695,145,346,"53.30
%",29.9,85.82,0
303,1589,1713,2024,1647,703,160,349,"53.30
%",29.9,85.82,0
310,1589,1729,2030,1656,695,149,328,"53.40
%",29.9,85.82,0
317,1594,1726,2031,1649,695,145,339,"53.40
%",29.9,85.82,0
320,1598,1723,2032,1649,704,154,345,"53.30
%",29.9,85.82,0
314,1596,1728,2039,1652,703,122,340,"53.30
%",29.9,85.82,0
314,1600,1719,2032,1651,702,161,347,"53.40
%",29.9,85.82,0
316,1598,1723,2032,1679,699,161,343,"53.40
%",29.9,85.82,0
314,1598,1723,2032,1651,695,153,343,"53.40
%",29.9,85.82,0
320,1600,1724,1983,1646,698,154,345,"53.40
%",29.9,85.82,0
324,1602,1725,2038,1659,702,155,353,"53.40
%",29.9,85.82,0
325,1607,1728,2039,1630,704,151,345,"53.40
%",29.9,85.82,0
323,1605,1730,2043,1659,702,150,346,"53.40
%",29.9,85.82,0
321,1602,1728,2038,1659,717,154,346,"53.40
%",29.9,85.82,0
329,1611,1729,2039,1654,697,131,345,"53.40
%",29.9,85.82,0
332,1600,1725,2037,1658,706,151,358,"53.40
%",29.9,85.82,0
333,1601,1731,2043,1659,699,149,346,"53.50
%",29.9,85.82,0
331,1603,1733,2032,1653,702,146,343,"53.50
%",29.9,85.82,0
335,1602,1740,2006,1662,697,144,349,"53.40
%",29.8,85.64,0
326,1599,1730,1968,1659,701,150,345,"53.40
%",29.8,85.64,0
326,1600,1735,2038,1603,701,128,342,"53.50
%",29.8,85.64,0
330,1595,1732,2031,1655,689,150,336,"53.50
%",29.8,85.64,0
326,1595,1735,2032,1664,702,151,349,"53.40
%",29.9,85.82,0
325,1590,1733,2041,1669,702,147,336,"53.40
%",29.9,85.82,0
318,1589,1741,2037,1667,697,145,347,"53.40
%",29.9,85.82,0
320,1583,1735,2034,1661,699,146,342,"53.40
%",29.9,85.82,0
320,1584,1728,2037,1649,690,144,341,"53.40
%",29.9,85.82,0
313,1584,1717,2031,1645,689,144,343,"53.40
%",29.9,85.82,0
286,1584,1723,2029,1647,691,144,339,"53.40
%",29.9,85.82,0
320,1579,1731,2032,1654,689,146,341,"53.40
%",29.9,85.82,0
313,1582,1724,2026,1641,693,151,344,"53.40
%",29.8,85.64,0
315,1584,1724,2027,1650,698,157,343,"53.40
%",29.8,85.64,0
311,1590,1728,2032,1653,701,157,349,"53.40
%",29.9,85.82,0
310,1580,1730,2035,1649,698,149,343,"53.40
%",29.9,85.82,0
309,1585,1728,2032,1659,703,154,338,"53.40
%",29.8,85.64,0
310,1590,1735,2032,1657,691,159,341,"53.40
%",29.8,85.64,0
320,1609,1731,2005,1648,698,162,342,"53.40
%",29.8,85.64,0
313,1616,1727,2189,1658,703,166,342,"53.40
%",29.8,85.64,0
314,1620,1737,2032,1651,697,158,337,"53.50
%",29.9,85.82,0
331,1621,1735,2037,1663,695,159,343,"53.50
%",29.9,85.82,0
328,1620,1733,2026,1650,697,161,341,"53.60
%",29.8,85.64,0
325,1616,1728,2031,1658,702,159,345,"53.60
%",29.8,85.64,0
325,1617,1742,2030,1658,697,154,338,"53.70
%",29.8,85.64,0
323,1616,1738,2037,1653,694,155,342,"53.70
%",29.8,85.64,0
320,1616,1733,2038,1654,692,150,338,"53.70
%",29.8,85.64,0
329,1614,1741,2042,1663,695,202,342,"53.70
%",29.8,85.64,0
336,1613,1731,2037,1637,701,151,345,"53.60
%",29.8,85.64,0
330,1616,1735,2041,1662,702,154,342,"53.60
%",29.8,85.64,0
326,1612,1744,2054,1670,725,151,341,"53.60
%",29.8,85.64,0
330,1616,1726,2044,1658,705,147,342,"53.60
%",29.8,85.64,0
326,1616,1741,2047,1663,695,155,342,"53.60
%",29.8,85.64,0
325,1614,1744,2058,1667,696,146,342,"53.60
%",29.8,85.64,0
329,1603,1743,2047,1670,704,146,338,"53.60
%",29.8,85.64,0
326,1601,1765,2058,1666,701,147,341,"53.60
%",29.8,85.64,0
324,1600,1745,1996,1665,698,144,347,"53.60
%",29.8,85.64,0
330,1600,1744,2043,1665,698,146,339,"53.60
%",29.8,85.64,0
330,1595,1733,2043,1666,702,150,348,"53.60
%",29.8,85.64,0
325,1598,1741,2045,1667,704,148,331,"53.60
%",29.8,85.64,0
327,1596,1744,2035,1669,704,151,339,"53.60
%",29.8,85.64,0
324,1593,1744,2043,1666,694,146,347,"53.60
%",29.8,85.64,0
323,1588,1742,2045,1668,692,144,342,"53.50
%",29.8,85.64,0
321,1587,1742,2032,1659,699,149,339,"53.50
%",29.8,85.64,0
322,1585,1737,2034,1661,697,147,342,"53.60
%",29.8,85.64,0
317,1584,1744,2055,1661,696,145,345,"53.60
%",29.8,85.64,0
317,1582,1738,2043,1664,703,144,348,"53.60
%",29.8,85.64,0
322,1582,1733,2035,1659,702,150,341,"53.60
%",29.8,85.64,0
320,1583,1736,2032,1654,695,146,342,"53.60
%",29.8,85.64,0
320,1584,1742,2035,1651,688,144,341,"53.60
%",29.8,85.64,0
320,1583,1743,2032,1659,699,144,339,"53.60
%",29.8,85.64,0
317,1575,1730,2031,1655,700,173,339,"53.60
%",29.8,85.64,0
306,1577,1740,2031,1651,702,147,339,"53.60
%",29.8,85.64,0
311,1579,1737,2032,1655,697,144,338,"53.60
%",29.8,85.64,0
313,1584,1730,2029,1658,699,145,341,"53.60
%",29.8,85.64,0
317,1571,1728,2016,1651,700,148,341,"53.60
%",29.8,85.64,0
279,1573,1731,2034,1658,700,144,346,"53.60
%",29.8,85.64,0
311,1572,1733,2036,1591,696,149,338,"53.60
%",29.8,85.64,0
315,1568,1728,2037,1649,699,146,341,"53.50
%",29.8,85.64,0
315,1569,1738,2037,1649,677,155,343,"53.50
%",29.8,85.64,0
310,1571,1729,2034,1654,707,147,350,"53.50
%",29.8,85.64,0
307,1567,1727,2031,1653,697,145,338,"53.50
%",29.8,85.64,0
309,1567,1744,2037,1657,701,155,337,"53.50
%",29.8,85.64,0
309,1563,1725,2030,1655,695,161,342,"53.50
%",29.8,85.64,0
304,1565,1731,2014,1655,693,155,340,"53.50
%",29.8,85.64,0
304,1558,1722,2064,1649,699,160,336,"53.50
%",29.8,85.64,0
307,1563,1726,2015,1651,699,162,369,"53.50
%",29.8,85.64,0
304,1558,1725,2027,1649,697,159,336,"53.50
%",29.8,85.64,0
304,1565,1718,2013,1647,701,161,342,"53.50
%",29.8,85.64,0
306,1559,1719,2025,1647,697,159,337,"53.50
%",29.8,85.64,0
304,1562,1727,2022,1641,691,317,342,"53.60
%",29.8,85.64,0
305,1562,1738,2038,1657,699,151,341,"53.60
%",29.8,85.64,0
307,1558,1727,2027,1654,694,150,340,"53.60
%",29.8,85.64,0
307,1560,1719,2018,1648,702,155,340,"53.60
%",29.8,85.64,0
307,1554,1717,2019,1647,701,144,340,"53.60
%",29.8,85.64,0
304,1557,1715,2018,1651,698,150,338,"53.60
%",29.8,85.64,0
305,1554,1722,2021,1639,704,146,337,"53.60
%",29.8,85.64,0
310,1553,1715,2013,1648,698,146,337,"53.60
%",29.8,85.64,0
313,1552,1722,2019,1646,697,145,336,"53.60
%",29.7,85.46,0
306,1551,1719,2026,1647,694,144,341,"53.60
%",29.7,85.46,0
308,1583,1715,2027,1639,691,142,334,"53.60
%",29.8,85.64,0
309,1621,1725,2027,1648,691,143,342,"53.60
%",29.8,85.64,0
307,1546,1719,2032,1646,699,146,336,"53.60
%",29.7,85.46,0
307,1552,1727,2023,1639,695,145,342,"53.60
%",29.7,85.46,0
335,1550,1723,2025,1645,695,147,339,"53.50
%",29.8,85.64,0
402,1552,1723,2027,1646,701,153,346,"53.50
%",29.8,85.64,0
315,1557,1722,2021,1648,747,153,342,"53.60
%",29.8,85.64,0
315,1557,1725,2027,1648,711,155,341,"53.60
%",29.8,85.64,0
314,1566,1728,2030,1645,692,150,341,"53.60
%",29.8,85.64,0
313,1565,1715,2026,1642,693,156,340,"53.60
%",29.8,85.64,0
307,1565,1716,2031,1647,694,147,339,"53.60
%",29.7,85.46,0
305,1557,1717,2031,1636,695,156,339,"53.60
%",29.7,85.46,0
310,1563,1721,2010,1634,690,150,336,"53.60
%",29.7,85.46,0
277,1559,1713,2018,1637,694,153,338,"53.60
%",29.7,85.46,0
309,1558,1715,2007,1643,717,153,343,"53.60
%",29.8,85.64,0
309,1559,1714,2005,1635,697,150,339,"53.60
%",29.8,85.64,0
304,1555,1714,2017,1644,698,144,337,"53.60
%",29.7,85.46,0
310,1553,1718,2009,1632,710,152,345,"53.60
%",29.7,85.46,0
304,1583,1723,2027,1638,698,149,342,"53.60
%",29.7,85.46,0
304,1583,1713,2028,1639,691,144,339,"53.60
%",29.7,85.46,0
305,1551,1722,2016,1631,691,145,338,"53.60
%",29.7,85.46,0
304,1550,1718,2027,1636,689,143,339,"53.60
%",29.7,85.46,0
305,1550,1713,2024,1639,693,144,337,"53.60
%",29.7,85.46,0
336,1548,1713,2021,1626,689,144,336,"53.60
%",29.7,85.46,0
303,1546,1715,2018,1632,688,144,336,"53.70
%",29.7,85.46,0
304,1552,1729,2021,1622,693,144,339,"53.70
%",29.7,85.46,0
309,1545,1712,2013,1632,695,144,339,"53.60
%",29.7,85.46,0
310,1531,1716,2013,1629,689,143,338,"53.60
%",29.7,85.46,0
311,1535,1712,2003,1631,690,146,341,"53.60
%",29.7,85.46,0
308,1633,1716,2023,1633,691,144,336,"53.60
%",29.7,85.46,0
305,1535,1716,2023,1632,688,144,338,"53.60
%",29.7,85.46,0
312,1542,1716,2005,1629,688,144,336,"53.60
%",29.7,85.46,0
313,1546,1717,2018,1635,701,144,336,"53.60
%",29.7,85.46,0
306,1545,1712,2019,1629,692,145,338,"53.60
%",29.7,85.46,0
315,1547,1715,2009,1627,688,144,338,"53.70
%",29.7,85.46,0
313,1552,1717,2011,1637,688,141,339,"53.70
%",29.7,85.46,0
316,1551,1711,2003,1627,692,147,337,"53.70
%",29.7,85.46,0
314,1551,1710,2005,1633,692,145,338,"53.70
%",29.7,85.46,0
311,1551,1730,2006,1630,694,147,341,"53.70
%",29.7,85.46,0
309,1558,1716,2016,1631,690,149,340,"53.70
%",29.7,85.46,0
305,1558,1715,2023,1634,685,147,279,"53.70
%",29.7,85.46,0
304,1554,1713,2019,1635,694,148,341,"53.70
%",29.7,85.46,0
304,1557,1717,2010,1590,691,147,340,"53.70
%",29.7,85.46,0
309,1557,1712,2009,1625,695,147,341,"53.70
%",29.7,85.46,0
306,1552,1715,2019,1631,693,146,342,"53.60
%",29.7,85.46,0
306,1553,1714,2014,1625,688,148,338,"53.60
%",29.7,85.46,0
304,1552,1723,1999,1629,691,155,343,"53.60
%",29.7,85.46,0
304,1542,1717,2019,1633,688,149,358,"53.60
%",29.7,85.46,0
304,1552,1718,2015,1636,691,147,338,"53.60
%",29.7,85.46,0
304,1551,1714,2000,1627,694,153,340,"53.60
%",29.7,85.46,0
304,1552,1715,2009,1630,693,148,338,"53.60
%",29.7,85.46,0
315,1550,1713,2014,1636,695,166,338,"53.60
%",29.7,85.46,0
302,1551,1713,2002,1629,693,154,338,"53.60
%",29.7,85.46,0
304,1552,1717,2007,1629,691,151,343,"53.60
%",29.7,85.46,0
300,1545,1721,2013,1630,688,151,341,"53.60
%",29.7,85.46,0
299,1549,1722,2023,1639,688,154,341,"53.60
%",29.7,85.46,0
301,1547,1761,2022,1633,693,149,335,"53.60
%",29.7,85.46,0
287,1546,1714,2017,1629,695,153,336,"53.60
%",29.7,85.46,0
297,1535,1717,2018,1635,698,141,337,"53.60
%",29.7,85.46,0
299,1547,1716,2017,1627,695,156,342,"53.60
%",29.7,85.46,0
299,1533,1715,2022,1657,693,158,339,"53.70
%",29.7,85.46,0
297,1535,1717,2015,1642,693,150,340,"53.70
%",29.7,85.46,0
300,1542,1715,2019,1633,694,156,341,"53.70
%",29.7,85.46,0
290,1543,1710,2016,1638,688,152,337,"53.70
%",29.7,85.46,0
295,1548,1723,2010,1623,688,159,336,"53.70
%",29.7,85.46,0
297,1546,1717,2005,1639,693,165,336,"53.70
%",29.7,85.46,0
297,1552,1734,2033,1647,693,187,339,"53.70
%",29.7,85.46,0
300,1552,1717,2015,1634,693,165,343,"53.70
%",29.7,85.46,0
290,1557,1714,2013,1667,695,175,342,"53.70
%",29.7,85.46,0
294,1561,1725,2013,1639,694,173,342,"53.70
%",29.7,85.46,0
304,1562,1728,2019,1638,689,173,338,"53.70
%",29.7,85.46,0
291,1559,1726,2023,1632,689,169,338,"53.70
%",29.7,85.46,0
299,1562,1693,1987,1621,694,171,342,"53.70
%",29.7,85.46,0
291,1559,1722,2021,1638,690,162,337,"53.70
%",29.7,85.46,0
265,1558,1722,2015,1635,693,109,338,"53.70
%",29.7,85.46,0
295,1552,1718,2003,1595,702,165,343,"53.70
%",29.7,85.46,0
299,1559,1722,2001,1622,694,159,337,"53.70
%",29.7,85.46,0
303,1555,1715,2004,1631,691,157,339,"53.70
%",29.7,85.46,0
299,1587,1713,2000,1629,692,155,329,"53.80
%",29.7,85.46,0
295,1552,1726,2007,1637,703,151,341,"53.80
%",29.7,85.46,0
302,1552,1718,1958,1634,697,157,341,"53.70
%",29.7,85.46,0
313,1553,1727,2011,1633,689,162,338,"53.70
%",29.7,85.46,0
301,1552,1716,1984,1633,695,152,336,"53.80
%",29.7,85.46,0
299,1550,1715,1991,1633,693,152,339,"53.80
%",29.7,85.46,0
300,1559,1728,1988,1638,693,150,342,"53.80
%",29.7,85.46,0
295,1552,1728,2000,1642,688,144,363,"53.80
%",29.7,85.46,0
304,1546,1721,1987,1631,695,150,339,"53.80
%",29.7,85.46,0
304,1547,1722,1987,1629,694,176,340,"53.80
%",29.7,85.46,0
304,1551,1723,2003,1633,698,150,339,"53.80
%",29.7,85.46,0
302,1547,1726,1994,1638,695,147,337,"53.80
%",29.7,85.46,0
304,1545,1723,2001,1637,696,148,337,"53.80
%",29.7,85.46,0
307,1534,1722,1989,1637,698,147,337,"53.80
%",29.7,85.46,0
304,1546,1728,1997,1644,695,146,339,"53.90
%",29.7,85.46,0
308,1552,1722,1991,1633,696,154,337,"53.90
%",29.7,85.46,0
309,1549,1723,1990,1634,693,150,338,"53.90
%",29.6,85.28,0
307,1552,1728,2001,1638,693,144,339,"53.90
%",29.6,85.28,0
313,1550,1727,2012,1641,700,147,341,"53.80
%",29.6,85.28,0
309,1552,1721,2011,1630,695,145,342,"53.80
%",29.6,85.28,0
310,1550,1717,2016,1634,638,144,341,"53.90
%",29.6,85.28,0
306,1545,1728,2010,1655,690,145,339,"53.90
%",29.6,85.28,0
308,1545,1718,2007,1641,697,144,338,"53.90
%",29.6,85.28,0
234,1461,1670,2068,1455,678,149,330,"54.20
%",30.1,86.18,0
239,1454,1670,1921,1461,681,143,335,"54.30
%",30.1,86.18,0
229,1460,1667,1920,1456,677,144,334,"54.30
%",30.1,86.18,0
235,1440,1675,1921,1455,672,150,334,"54.50
%",30.1,86.18,0
240,1454,1667,1919,1456,681,156,336,"54.50
%",30.1,86.18,0
240,1458,1673,1925,1467,705,153,337,"54.50
%",30.1,86.18,0
239,1465,1671,1925,1459,685,161,336,"54.50
%",30.1,86.18,0
239,1468,1677,1927,1462,679,150,338,"54.70
%",30.1,86.18,0
240,1467,1674,1929,1456,682,158,338,"54.70
%",30.1,86.18,0
240,1495,1675,1930,1461,683,153,336,"54.40
%",30.1,86.18,0
239,1433,1673,1922,1456,677,154,367,"54.40
%",30.1,86.18,0
241,1459,1669,1889,1457,684,150,334,"54.30
%",30.1,86.18,0
237,1457,1669,1920,1456,679,176,336,"54.30
%",30.1,86.18,0
232,1456,1671,1923,1445,682,149,334,"54.20
%",30.1,86.18,0
237,1438,1671,1920,1451,677,153,335,"54.20
%",30.1,86.18,0
235,1446,1663,1922,1435,683,154,334,"54.20
%",30.1,86.18,0
232,1451,1709,1920,1456,673,153,334,"54.20
%",30.1,86.18,0
235,1454,1669,1923,1459,685,144,333,"54.20
%",30.1,86.18,0
231,1453,1668,1935,1459,678,154,335,"54.20
%",30.1,86.18,0
220,1456,1660,1920,1459,686,155,336,"54.20
%",30.2,86.36,0
235,1455,1666,1913,1450,684,160,334,"54.20
%",30.2,86.36,0
219,1456,1671,1917,1456,682,159,309,"54.10
%",30.1,86.18,0
234,1456,1664,1919,1457,709,162,336,"54.10
%",30.1,86.18,0
224,1457,1674,1931,1457,685,159,335,"54.10
%",30.1,86.18,0
230,1461,1667,1924,1458,686,161,329,"54.10
%",30.1,86.18,0
231,1470,1675,1927,1467,684,161,336,"54.20
%",30.1,86.18,0
240,1470,1674,1930,1463,686,170,336,"54.20
%",30.1,86.18,0
240,1465,1616,1917,1456,683,174,336,"54.20
%",30.2,86.36,0
235,1466,1667,1920,1453,667,164,338,"54.20
%",30.2,86.36,0
231,1468,1664,1925,1455,684,163,336,"54.20
%",30.1,86.18,0
234,1470,1665,1920,1446,682,163,336,"54.20
%",30.1,86.18,0
238,1466,1679,1945,1487,688,176,334,"54.20
%",30.1,86.18,0
228,1472,1656,1910,1446,686,162,336,"54.20
%",30.1,86.18,0
231,1478,1671,1926,1461,695,167,335,"54.10
%",30.1,86.18,0
227,1457,1666,1925,1457,719,162,336,"54.10
%",30.1,86.18,0
227,1458,1665,1927,1456,686,338,334,"54.10
%",30.1,86.18,0
233,1462,1667,1923,1456,687,165,337,"54.10
%",30.1,86.18,0
235,1462,1665,1920,1456,688,165,336,"54.20
%",30.1,86.18,0
227,1458,1671,1968,1463,685,160,336,"54.20
%",30.1,86.18,0
231,1458,1671,1924,1455,685,162,342,"54.10
%",30.1,86.18,0
225,1456,1680,1934,1463,689,150,351,"54.10
%",30.1,86.18,0
225,1456,1670,1930,1462,688,160,336,"54.20
%",30.1,86.18,0
222,1456,1675,1927,1459,681,166,336,"54.20
%",30.1,86.18,0
227,1454,1694,1921,1455,688,157,336,"54.10
%",30.1,86.18,0
262,1453,1670,1924,1460,687,157,335,"54.10
%",30.1,86.18,0
226,1456,1680,1933,1460,677,155,336,"54.10
%",30.1,86.18,0
226,1424,1666,1919,1461,685,161,338,"54.10
%",30.1,86.18,0
229,1463,1670,1927,1461,688,166,339,"55.00
%",30.1,86.18,0
232,1467,1673,1929,1459,679,214,320,"55.00
%",30.1,86.18,0
231,1468,1711,1923,1459,690,173,336,"55.00
%",30.1,86.18,0
229,1471,1670,1917,1456,687,160,337,"55.00
%",30.1,86.18,0
234,1472,1693,1933,1461,688,167,334,"54.80
%",30.1,86.18,0
233,1470,1666,1927,1459,686,161,336,"54.80
%",30.1,86.18,0
231,1471,1671,1934,1452,738,160,338,"55.00
%",30.1,86.18,0
229,1465,1666,1921,1456,685,154,337,"55.00
%",30.1,86.18,0
257,1472,1676,1930,1461,685,154,343,"55.00
%",30.1,86.18,0
235,1471,1667,1921,1456,686,157,337,"55.00
%",30.1,86.18,0
227,1472,1664,1942,1463,688,153,341,"55.00
%",30.1,86.18,0
227,1465,1671,1933,1456,689,164,338,"55.00
%",30.1,86.18,0
227,1467,1678,1950,1467,677,158,370,"54.80
%",30.1,86.18,0
239,1469,1666,1936,1456,691,161,342,"54.80
%",30.1,86.18,0
237,1470,1671,1925,1456,683,167,343,"55.00
%",30.1,86.18,0
239,1471,1680,1927,1451,686,235,339,"55.00
%",30.1,86.18,0
231,1478,1671,1929,1463,683,159,338,"55.40
%",30.2,86.36,0
237,1478,1671,1925,1459,693,171,347,"55.40
%",30.2,86.36,0
239,1482,1671,1930,1423,688,161,338,"55.40
%",30.2,86.36,0
243,1489,1676,1925,1439,689,164,342,"55.40
%",30.2,86.36,0
244,1494,1669,1926,1459,688,173,346,"55.60
%",30.2,86.36,0
243,1489,1674,1922,1457,684,183,342,"55.60
%",30.2,86.36,0
249,1488,1667,1919,1455,686,165,340,"55.70
%",30.2,86.36,0
242,1488,1613,1921,1461,689,159,343,"55.70
%",30.2,86.36,0
247,1490,1667,1920,1463,685,163,342,"55.20
%",30.2,86.36,0
244,1489,1669,1927,1463,687,160,336,"55.20
%",30.2,86.36,0
248,1488,1672,1922,1456,687,161,337,"54.90
%",30.2,86.36,0
245,1488,1677,1920,1450,733,161,343,"54.90
%",30.2,86.36,0
237,1456,1673,1927,1457,688,158,347,"54.70
%",30.2,86.36,0
241,1525,1674,1920,1455,685,163,339,"54.70
%",30.2,86.36,0
254,1483,1669,1920,1462,687,178,341,"54.70
%",30.2,86.36,0
245,1478,1674,1935,1454,688,161,338,"54.70
%",30.2,86.36,0
240,1478,1679,1927,1519,686,157,338,"54.60
%",30.2,86.36,0
243,1477,1668,1927,1456,687,224,338,"54.60
%",30.2,86.36,0
243,1476,1675,1930,1465,685,160,338,"54.50
%",30.2,86.36,0
250,1481,1664,1923,1456,691,169,345,"54.50
%",30.2,86.36,0
243,1475,1662,1918,1456,688,161,346,"54.50
%",30.2,86.36,0
241,1479,1665,1926,1461,688,157,339,"54.50
%",30.2,86.36,0
250,1475,1679,1925,1456,685,161,343,"54.50
%",30.2,86.36,0
246,1478,1664,1920,1459,690,161,347,"54.50
%",30.2,86.36,0
245,1479,1665,1920,1458,690,167,337,"54.40
%",30.2,86.36,0
246,1482,1666,1922,1457,656,164,345,"54.40
%",30.2,86.36,0
245,1482,1673,1930,1466,688,144,345,"54.50
%",30.2,86.36,0
240,1485,1679,1927,1459,687,177,343,"54.50
%",30.2,86.36,0
251,1486,1676,1933,1461,685,167,348,"54.50
%",30.2,86.36,0
241,1488,1678,1902,1458,683,161,371,"54.50
%",30.2,86.36,0
237,1493,1665,1923,1461,688,172,345,"54.70
%",30.2,86.36,0
245,1497,1677,1929,1518,687,167,345,"54.70
%",30.2,86.36,0
250,1502,1665,1923,1458,718,171,350,"55.00
%",30.2,86.36,0
245,1505,1677,1936,1456,688,171,341,"55.00
%",30.2,86.36,0
241,1520,1679,1923,1459,686,171,346,"54.90
%",30.2,86.36,0
